"","feature","exposure","coef","stderr","pval","k","tau2","stderr.tau2","pval.tau2","I2","H2","weight_FengQ_2015.metaphlan_bugs_list.stool","weight_HanniganGD_2017.metaphlan_bugs_list.stool","weight_VogtmannE_2016.metaphlan_bugs_list.stool","weight_YuJ_2015.metaphlan_bugs_list.stool","weight_ZellerG_2014.metaphlan_bugs_list.stool","pval.bonf","qval.fdr"
"s__Barnesiella_intestinihominis","s__Barnesiella_intestinihominis","CRC",0.00805966623981403,0.00628545249687608,0.199746884225156,5,9.44854050041958e-05,0.000138146951206327,0.211553492661243,49.3985320761621,1.97622725393092,20.7539351396858,27.026577350869,11.4893928030349,23.5873129209924,17.1427817854179,1,0.54930393161918
"s__Adlercreutzia_equolifaciens","s__Adlercreutzia_equolifaciens","CRC",-0.00508407763058332,0.00200788820910949,0.0113397128803147,5,0,1.32421385594691e-05,0.764032360596612,0,1,6.52114934972439,3.87567723111,25.3708143671216,27.4725051186407,36.7598539334033,1,0.119940603027022
"s__Alistipes_shahii","s__Alistipes_shahii","CRC",0.00227981551082977,0.00452664572203901,0.614511947066143,5,4.47548818960421e-05,7.10679009361319e-05,0.229591719178425,45.1632236377291,1.82359370177716,23.8740384190084,27.110343850926,8.73150987646985,20.6407045192977,19.6434033342981,1,0.864604018546551
"s__Bacteroides_dorei","s__Bacteroides_dorei","CRC",0.00715286909775448,0.0101120166653766,0.479340760985067,5,0.000291773648130557,0.000360924901013548,0.0568734258660601,57.6592017310472,2.36178825360803,21.5228035929423,23.5102088801706,16.8407536001792,19.6731366030071,18.4530973237006,1,0.791027955614
"s__Bacteroidales_bacterium_ph8","s__Bacteroidales_bacterium_ph8","CRC",-0.00119096524815869,0.00452035660921928,0.792190578154093,5,6.11617766383523e-05,7.22147974378975e-05,0.0441840755681449,60.0426127659214,2.50266613815812,20.2869133943475,21.9773705530634,18.4506057498359,19.897096165023,19.3880141377302,1,0.950155216027386
"s__Lachnospiraceae_bacterium_2_1_58FAA","s__Lachnospiraceae_bacterium_2_1_58FAA","CRC",0.00436900783215425,0.00363775596445987,0.22974449215066,5,3.15126671234415e-05,4.64574945439843e-05,0.0982413567251933,48.760186984915,1.95160743405835,20.3427499652877,13.7826544211055,16.0422380773703,23.9101794643374,25.9221780718991,1,0.579147573963122
"s__Lactobacillus_casei_paracasei","s__Lactobacillus_casei_paracasei","CRC",-0.000164334128771358,0.000679969089851216,0.809029040613192,5,7.12366121710075e-07,1.50995671419371e-06,0.418681530328695,34.2210591339842,1.5202433891979,3.61215039117863,8.37754029719444,40.49723946485,38.8747791335848,8.63829071319211,1,0.951544178453889
"s__Odoribacter_splanchnicus","s__Odoribacter_splanchnicus","CRC",0.00407529741719267,0.00479616632390511,0.395492490737487,5,6.82633664151114e-05,8.06274907791517e-05,0.0544217437148784,64.111872159544,2.78643679727622,24.8914145734073,28.2269976002719,13.3765485871398,16.0033282943335,17.5017109448475,1,0.708956909322014
"s__Actinomyces_sp_ICM47","s__Actinomyces_sp_ICM47","CRC",0.000220101005158158,0.000337453925736499,0.514246251240434,3,0,4.19769510224545e-07,0.833869555950451,0,1,6.04384268174428,NA,NA,69.0159303700588,24.9402269481969,1,0.800306063023697
"s__Lactobacillus_plantarum","s__Lactobacillus_plantarum","CRC",-0.000496790519244395,0.000410527270611924,0.226229804497488,5,2.80580113508135e-07,5.81573173527603e-07,0.373675369079328,34.3707861256291,1.52371168412016,1.87389466120735,14.7108291716804,3.28350661517968,55.2499269884401,24.8818425634925,1,0.576290659877812
"s__Enterococcus_faecalis","s__Enterococcus_faecalis","CRC",0.000329550834936421,0.00201520729081341,0.870099596998027,5,1.29414893208523e-05,1.39030934049102e-05,0.170734585878536,81.3281735486364,5.35566246079249,14.6241095559455,20.3234572026753,28.0416427139067,30.2529715505114,6.75781897696103,1,0.963492895107038
"s__Pseudomonas_unclassified","s__Pseudomonas_unclassified","CRC",-0.00134868029958483,0.000657629115243924,0.0402842780365951,5,1.19932223000965e-06,1.48623714374516e-06,0.0418177152815876,61.248292158672,2.58053142869104,17.7416843741799,6.84740760442558,20.9038459804885,29.5586485916167,24.9484134492893,1,0.253215461944312
"s__Clostridium_leptum","s__Clostridium_leptum","CRC",0.00354158500666203,0.00299303421169916,0.236699853136562,5,1.2422951351531e-05,3.11268847112165e-05,0.239481866690983,27.9089562391999,1.38713486146494,30.7778521886431,15.1442967649622,10.4718327096691,16.1772640697657,27.42875426696,1,0.581942527585436
"s__Holdemania_unclassified","s__Holdemania_unclassified","CRC",-0.000481392727686365,0.000694859974209421,0.488440728926584,5,0,1.66105301132248e-06,0.666004990388106,0,1,14.6039629391863,8.46087498322021,11.9990514251753,36.3242581078748,28.6118525445434,1,0.794172335915127
"s__Clostridium_bartlettii","s__Clostridium_bartlettii","CRC",-0.00313844638337577,0.00377687810891403,0.40599446897772,5,3.28061440903426e-05,4.88280682562979e-05,0.086816954857593,49.503923910687,1.98035189552409,12.8817319735056,7.49666598953181,27.1518478977442,24.292291432602,28.1774627066164,1,0.724192404726338
"s__Dasheen_mosaic_virus","s__Dasheen_mosaic_virus","CRC",-0.00141035423653567,0.00147141684125039,0.33781028243087,4,8.36785619075498e-06,7.07106517091017e-06,1.00655878573454e-11,98.4300565203156,63.6965606049103,23.9798865356692,NA,25.546103211731,24.6577278403662,25.8162824122336,1,0.65927490603444
"s__Leuconostoc_pseudomesenteroides","s__Leuconostoc_pseudomesenteroides","CRC",-0.000973741182454666,0.000511159367143111,0.0567844991540414,2,0,7.4181134678629e-07,0.380950367119121,0,1,53.0657605737793,NA,NA,NA,46.9342394262207,1,0.317200491263665
"s__Bilophila_unclassified","s__Bilophila_unclassified","CRC",0.00863021383679074,0.00333845199293368,0.00973523149922996,5,2.54929922791934e-05,3.89589718005486e-05,0.125695325687566,47.0462860128708,1.88844166859204,22.5456500359077,27.48531157296,18.6386882921124,11.0354908838111,20.2948592152088,1,0.11420545642927
"s__Rothia_unclassified","s__Rothia_unclassified","CRC",0.000113619701161269,0.000213100443996324,0.593912861536653,5,0,1.50483232721164e-07,0.964671267287143,0,1,16.3754917161869,1.4945298830226,28.5679428429051,35.2372545960478,18.3247809618376,1,0.847946386382713
"s__Anaerotruncus_unclassified","s__Anaerotruncus_unclassified","CRC",0.00282178185813956,0.00112834141341806,0.0123905180465525,5,0,4.39852352648389e-06,0.492428321019576,0,1,21.723538516244,27.7692931916026,14.2429130858637,27.3379435809092,8.92631162538053,1,0.124937723636071
"s__Eggerthella_lenta","s__Eggerthella_lenta","CRC",0.00115348732563799,0.00181006080303191,0.523952630552444,5,6.64496854271387e-06,1.115818064467e-05,0.145082356701362,43.1317274083036,1.758449754892,13.3363350207956,6.06189867476847,24.868854661449,23.8695421668238,31.8633694761632,1,0.807621252189118
"s__Lactococcus_raffinolactis","s__Lactococcus_raffinolactis","CRC",-0.000357716243063265,0.000599911843763406,0.55098728907699,2,1.83586165135531e-07,1.50462474292407e-06,0.271621647175871,17.2554682368292,1.20853907646994,21.5631039018765,NA,NA,NA,78.4368960981235,1,0.82627888870392
"s__Lactococcus_garvieae","s__Lactococcus_garvieae","CRC",2.21849996100724e-05,0.000184906330259439,0.904499256350068,5,0,6.15612784706925e-07,0.654137681351833,0,1,0.632900232151264,0.308515894694809,94.3094508065517,2.0099784096353,2.73915465696693,1,0.968534601932373
"s__Actinomyces_graevenitzii","s__Actinomyces_graevenitzii","CRC",0.00092592050371189,0.00066250131005734,0.162229285068624,5,5.11860725476676e-07,1.4880710785465e-06,0.309873812609118,23.1863750058932,1.30185237329539,10.0588948611771,5.98417876357258,16.9110796339347,29.4741962465072,37.5716504948084,1,0.523305332976188
"s__Lachnospiraceae_bacterium_3_1_57FAA_CT1","s__Lachnospiraceae_bacterium_3_1_57FAA_CT1","CRC",0.0056484883886517,0.00171738769491402,0.00100543969560131,5,0,1.03976806157884e-05,0.645771793487695,0,1,17.9069044335943,29.622214565362,17.078085177231,16.3304919979172,19.0623038258955,0.486632812671035,0.0347594866193596
"s__Gemella_unclassified","s__Gemella_unclassified","CRC",2.29654872355439e-05,0.000169725719615088,0.892367244221262,5,0,9.95601449563845e-08,0.47149020577633,0,1,15.0809673928806,9.43778579333934,9.34809933777935,26.4900649725667,39.643082503434,1,0.963492895107038
"s__Acidaminococcus_unclassified","s__Acidaminococcus_unclassified","CRC",0.0054755548367307,0.0041906685966128,0.191346387203851,5,4.34514061298303e-05,6.05815047762196e-05,0.0813515608039449,54.1359239897995,2.18035570972278,26.6501679603734,30.5489908175794,10.62387025963,10.6927333030798,21.4842376593374,1,0.543450294339288
"s__Candidatus_Zinderia_insecticola","s__Candidatus_Zinderia_insecticola","CRC",-0.000976932446241342,0.000273972397138353,0.000553942308262709,1,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,0.268108077199151,0.0229800346947731
"s__Clostridium_scindens","s__Clostridium_scindens","CRC",0.000957045266458166,0.00071666615708437,0.18174122889422,5,1.24480709842807e-06,1.73019868158424e-06,0.1422653506483,52.5109060542005,2.10574663972601,20.6454890569642,3.55439647480353,24.4604462444723,22.8148655540365,28.5248026697235,1,0.541785672385713
"s__Bifidobacterium_animalis","s__Bifidobacterium_animalis","CRC",-0.00613648568298051,0.00462195105067391,0.184282862922414,4,6.29038450667977e-05,6.98360104251917e-05,0.0109273103666014,82.9733568895698,5.87314829772534,18.9440629785087,28.0906825214898,NA,33.9523799430863,19.0128745569152,1,0.541785672385713
"s__Megamonas_unclassified","s__Megamonas_unclassified","CRC",0.00110523918163472,0.00256723248308303,0.666819049398222,5,0,2.78269545221938e-05,0.556277965446397,0,1,17.3471436573829,68.5560405236279,4.78681918114767,1.17517044765099,8.13482619019055,1,0.904339613543188
"s__Enterococcus_dispar","s__Enterococcus_dispar","CRC",-0.000127033716552386,0.00048171729614302,0.792003311940177,2,1.9696541566027e-07,3.91815399685541e-06,0.299474355535416,7.10924487319173,1.07653339520695,4.37963147020661,NA,NA,NA,95.6203685297934,1,0.950155216027386
"s__Erysipelotrichaceae_bacterium_21_3","s__Erysipelotrichaceae_bacterium_21_3","CRC",0.000724730832664317,0.000612946288065792,0.237057931398259,5,0,1.23502405359317e-06,0.981031543371095,0,1,22.2363970784877,3.05800948756988,7.5804114697574,37.4931290740834,29.6320528901016,1,0.581942527585436
"s__Bacteroides_intestinalis","s__Bacteroides_intestinalis","CRC",-0.00320588156126631,0.00329812518059897,0.331034878706471,5,2.0403431440338e-05,3.74831434162991e-05,0.17506479083743,39.6185787300413,1.65613855879462,28.4949361178148,34.4112125800086,9.18039047145853,11.7834774696605,16.1299833610576,1,0.653962780791558
"s__Clostridium_innocuum","s__Clostridium_innocuum","CRC",0.000312850436069958,0.000681947746964106,0.646406429752179,5,9.85135074348435e-07,1.63059229152481e-06,0.136205925418555,43.2174594011777,1.76110471538278,21.5282083766759,12.2089087641827,19.6501872846099,28.2792562607767,18.3334393137549,1,0.893887748571585
"s__Bacteroides_caccae","s__Bacteroides_caccae","CRC",0.0106292395351847,0.00955748852253799,0.266079118880712,5,0.000261837115313362,0.000320798779302689,0.0475780424748877,59.8291496796946,2.48936727011358,26.8137409354359,18.1187643145251,13.3844068806902,18.3683599517024,23.3147279176465,1,0.616183222671122
"s__Ruminococcus_albus","s__Ruminococcus_albus","CRC",-0.000219426139883407,0.000543279015793866,0.686292015411204,4,6.86108283532153e-07,9.63953481313013e-07,0.0697597755587138,58.1510735239747,2.38954755642988,25.8230783164405,NA,25.3619516917856,23.6677262761639,25.14724371561,1,0.905837904929998
"s__Pseudomonas_protegens","s__Pseudomonas_protegens","CRC",2.0717610978087e-05,0.000353483233168256,0.953377509697606,1,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,1,0.975549079690574
"s__Anaerotruncus_colihominis","s__Anaerotruncus_colihominis","CRC",0.00220253397773598,0.00130565603925977,0.0916192230485263,5,4.1367377266146e-06,5.94100569656991e-06,0.152970375238856,52.9715105798247,2.1263706581462,23.8730557696036,34.7016085751981,11.7582224705156,11.6470825025353,18.0200306821473,1,0.40240555157051
"s__Olsenella_unclassified","s__Olsenella_unclassified","CRC",0.000309750520476596,0.000529936064694353,0.558880296434133,4,1.43949963270952e-07,9.45086557563383e-07,0.353282169723607,12.0086859766164,1.13647581139003,19.5202830723647,NA,45.3414116521943,20.3881283664255,14.7501769090155,1,0.83409815064417
"s__Bacteroides_fragilis","s__Bacteroides_fragilis","CRC",0.0194513644067601,0.00725002622329068,0.0072978712501131,5,0.000109614188688877,0.000180240846739701,0.137016385329206,44.6532122811081,1.80678959197963,33.8317995349244,23.5844023102949,10.3326436668092,8.57402529551564,23.6771291924559,1,0.0987406202093569
"s__Eggerthella_sp_1_3_56FAA","s__Eggerthella_sp_1_3_56FAA","CRC",-0.00107229968358573,0.00179852574692241,0.551034705325738,5,8.73710418892555e-06,1.08825027702783e-05,0.162138270830352,67.9806521741734,3.12311170558385,7.26299643924487,6.99203549740573,26.2649135908132,35.8779840769379,23.6020703955983,1,0.82627888870392
"s__Bifidobacterium_pseudocatenulatum","s__Bifidobacterium_pseudocatenulatum","CRC",-0.00545291112022001,0.00623158818288049,0.381550203658453,5,9.28793842232092e-05,0.000131941172712759,0.0464547469332475,55.5861987144449,2.25155238024004,20.0117698587728,3.69130893092371,39.6027206518672,13.3151709425986,23.3790296158377,1,0.704219995667017
"s__Subdoligranulum_sp_4_3_54A2FAA","s__Subdoligranulum_sp_4_3_54A2FAA","CRC",0.00680991471778003,0.00503422851236204,0.176144265382669,5,8.11534924409053e-05,8.92424830248226e-05,0.0330465979957722,65.4881768105525,2.89755772829111,20.2875877594289,20.8797380960385,22.6679516585144,14.1443317275674,22.0203907584507,1,0.540329219620469
"s__Gordonibacter_pamelaeae","s__Gordonibacter_pamelaeae","CRC",-0.00315655186065381,0.00123398112660251,0.0105269189051067,5,0,5.09887469030691e-06,0.891990041361568,0,1,11.446043049186,2.37842167723464,25.3201845229804,20.4780084624637,40.3773422881352,1,0.118489040699341
"s__Bifidobacterium_catenulatum","s__Bifidobacterium_catenulatum","CRC",-0.00878449569799866,0.00366595401774652,0.0165643632187324,5,3.59228659234396e-05,4.60000300276309e-05,0.0394677025425051,64.8119433484226,2.84187333759784,6.45568614192449,13.7996775927544,27.5116088438353,35.0436812654162,17.1893461560697,1,0.145478708776603
"s__Lactobacillus_gasseri","s__Lactobacillus_gasseri","CRC",0.000388289198354176,0.000871061020706786,0.655766440411888,5,3.13017847887594e-07,2.47628926598876e-06,0.34989893621229,7.22348873511355,1.07785902527084,4.18369018110565,23.4169728569816,46.6523596082086,1.28456297387929,24.4624143798249,1,0.899373516672977
"s__Ruminococcus_callidus","s__Ruminococcus_callidus","CRC",-0.00470364659489747,0.00323660312549372,0.146149800571879,5,3.79749500245216e-06,3.70108448980736e-05,0.357383206873356,7.24180786304237,1.07807189528176,22.3829683313516,18.2610872114668,21.2089122347665,19.3021598924154,18.8448723299997,1,0.504596784381132
"s__Alistipes_indistinctus","s__Alistipes_indistinctus","CRC",0.00404958225293049,0.00232437909159464,0.0814697666113296,5,1.18810344181712e-05,1.89955989901105e-05,0.122783530990034,44.8253416775803,1.81242626670451,24.3216285025639,26.9398446891384,16.3069056950158,16.324024024263,16.1075970890188,1,0.37914775999888
"s__Lactobacillus_acidophilus","s__Lactobacillus_acidophilus","CRC",-0.000365235339011715,0.00113525682687365,0.74766448280043,2,1.8060896332259e-06,3.67935992565012e-06,0.070554742513804,69.4195867157033,3.27006698929575,54.8106939731141,NA,NA,NA,45.1893060268859,1,0.950155216027386
"s__Clostridium_ramosum","s__Clostridium_ramosum","CRC",0.000599880676844551,0.00308149447579241,0.845649737279225,5,3.13185876335535e-05,3.27669720892221e-05,0.0169444483930449,72.8494808162394,3.68317081979826,22.9825592246887,7.5829279911428,19.700085062158,25.8805552254443,23.8538724965662,1,0.963492895107038
"s__Lachnospiraceae_bacterium_3_1_46FAA","s__Lachnospiraceae_bacterium_3_1_46FAA","CRC",0.00691505917944185,0.00331766605197561,0.0371315768982545,5,2.43626001523418e-05,3.77979490528852e-05,0.141536275802057,46.1454978714228,1.8568549712195,23.4107034117314,6.58189909953818,20.8859604448055,24.06627509514,25.055161948785,1,0.239622442916735
"s__Eubacterium_sp_3_1_31","s__Eubacterium_sp_3_1_31","CRC",8.39783070840431e-05,0.00185817802239465,0.963952758370349,5,7.31457384968037e-06,1.14550204742463e-05,0.0759952630505123,53.4984215969334,2.1504646387101,14.3603757998431,4.31776087144265,7.01665638351232,33.1829966339916,41.1222103112104,1,0.982217126423682
"s__Alistipes_senegalensis","s__Alistipes_senegalensis","CRC",0.000131814377157368,0.000939826223141066,0.888459316032904,5,1.95838169165115e-07,3.07983040375693e-06,0.49632245941431,4.33380708572204,1.04530134370044,22.0639424832069,30.0275528528063,10.3846465579322,21.0864902840881,16.4373678219665,1,0.963492895107038
"s__Lachnospiraceae_bacterium_5_1_57FAA","s__Lachnospiraceae_bacterium_5_1_57FAA","CRC",0.00245939442747815,0.00133736628276377,0.0659176239884384,5,3.71547239299158e-06,6.05604607655667e-06,0.183436967385277,43.8487299930294,1.78090361959019,23.235212390775,4.25855115834475,23.3987569294089,19.8050798965249,29.3023996249465,1,0.326290645071313
"s__Clostridium_hathewayi","s__Clostridium_hathewayi","CRC",0.00671051405880626,0.00286579800458642,0.0192019732911326,5,2.82830767704189e-05,2.89500194026874e-05,0.00522708668710126,71.9031052838319,3.55911217272192,21.2375183389183,25.5233738411721,15.6422549926054,18.2084201971905,19.3884326301137,1,0.157521272422173
"s__Parasutterella_excrementihominis","s__Parasutterella_excrementihominis","CRC",-0.00136229624781532,0.00102966417259557,0.185819052925678,5,1.45050815429929e-06,3.6013884179414e-06,0.220125877734174,27.9297176981452,1.38753445672887,34.7337758847723,34.9467751565207,9.71379031014644,8.66198073113326,11.9436779174272,1,0.541785672385713
"s__Clostridium_citroniae","s__Clostridium_citroniae","CRC",0.00356096828046524,0.00117971417991293,0.00254028670908418,4,2.03656946606994e-06,4.5454339684183e-06,0.186857508431102,36.6086974498483,1.57750347409072,29.2736142167502,NA,24.3960697341191,20.9103042947018,25.4200117544289,1,0.0723234568939261
"s__Erysipelotrichaceae_bacterium_5_2_54FAA","s__Erysipelotrichaceae_bacterium_5_2_54FAA","CRC",3.45861669434706e-05,0.000899739224820995,0.969336699769301,5,2.05565891295633e-06,2.82360111455125e-06,0.0714168694153881,55.9747931867224,2.27142601337743,21.5259486385396,17.3463725979917,8.97380270930072,35.6597096596641,16.4941663945039,1,0.985628072874667
"s__Clostridium_bolteae","s__Clostridium_bolteae","CRC",0.0093940682347246,0.00359348295593764,0.0089437751700627,5,1.06659929196568e-05,4.42472629062453e-05,0.426321421213382,15.615410975311,1.18505050692067,25.5885515151686,42.7809610926728,4.96501119400644,16.509625383279,10.1558508148732,1,0.110994543136163
"s__Odoribacter_unclassified","s__Odoribacter_unclassified","CRC",0.000170559324447996,0.000545676008565497,0.754611029392283,5,6.40728111477441e-07,9.98032073012046e-07,0.141647221189887,48.6771777003642,1.94845091363398,22.1823979001657,9.05232952041207,4.93730231524419,27.6542488406536,36.1737214235245,1,0.950155216027386
"s__Escherichia_unclassified","s__Escherichia_unclassified","CRC",0.00465132194614553,0.00466306633161003,0.318530896304855,5,0,7.53492630953029e-05,0.630313477364722,0,1,10.4162214833355,6.85598621119267,43.7294333675561,12.8720501873835,26.1263087505323,1,0.649374734020039
"s__Pseudoflavonifractor_capillosus","s__Pseudoflavonifractor_capillosus","CRC",0.00114609362817448,0.000970015690426907,0.237395930839246,5,3.1907241796136e-06,3.31521891610379e-06,0.0217815623026075,70.6328088460588,3.40516052338153,15.8149270644473,25.0680432522416,16.8227029698582,21.87542286162,20.4189038518327,1,0.581942527585436
"s__Erysipelotrichaceae_bacterium_2_2_44A","s__Erysipelotrichaceae_bacterium_2_2_44A","CRC",0.000919603314921903,0.000604631109486332,0.128276689974985,5,0,1.35844833799093e-06,0.967342656727031,0,1,9.57142747735741,55.3414504842028,5.78150817131571,20.5929319901954,8.71268187692867,1,0.478599813174675
"s__Klebsiella_pneumoniae","s__Klebsiella_pneumoniae","CRC",0.0010724209447883,0.00199713142931607,0.591280976095051,5,0,3.64464708116841e-05,0.411094927323359,0,1,3.44615213199291,3.95752136995659,3.76416843134838,1.8883829535278,86.9437751131743,1,0.846686368136109
"s__Erysipelotrichaceae_bacterium_6_1_45","s__Erysipelotrichaceae_bacterium_6_1_45","CRC",-0.000196849349270547,0.000674998361201133,0.77057001430841,5,0,1.57569582257757e-06,0.932889508960233,0,1,11.4737819328996,9.27994508247397,27.0471985172859,37.757254755226,14.4418197121146,1,0.950155216027386
"s__Coprobacter_fastidiosus","s__Coprobacter_fastidiosus","CRC",0.000491537831089234,0.00205309607991085,0.81078537345997,4,9.97849195109521e-06,1.38295843459937e-05,0.0686393652943408,61.184674623632,2.57630198975179,35.6289919739105,NA,23.7825499988637,20.9912800822689,19.5971779449569,1,0.951544178453889
"s__Burkholderiales_bacterium_1_1_47","s__Burkholderiales_bacterium_1_1_47","CRC",-0.00256487444734432,0.00207564044467986,0.216569103310693,5,1.37235320954973e-05,1.51364654054274e-05,0.0265316325903704,66.9823241032825,3.0286807682288,21.7972495095966,26.2714341369951,17.7839801241742,13.363690947725,20.783645281509,1,0.563666554137219
"s__Blautia_producta","s__Blautia_producta","CRC",0.000532330492949832,0.00123220492890645,0.665730817562118,5,4.04496549142373e-06,5.35340846828459e-06,0.0709165325117266,53.8087703615887,2.16491314006594,20.8213115792514,15.0861531365054,22.1919978333475,19.9584079166813,21.9421295342144,1,0.904339613543188
"s__Clostridium_clostridioforme","s__Clostridium_clostridioforme","CRC",0.00558731717476525,0.00303608153063904,0.0657234159769979,5,2.54830018873642e-05,3.15210066923234e-05,0.0139011165123666,64.8940181332212,2.84851739454213,19.4783542562722,35.8247691144678,4.82083717680018,19.2513914527358,20.624647999724,1,0.326290645071313
"s__Ruminococcaceae_bacterium_D16","s__Ruminococcaceae_bacterium_D16","CRC",0.00451768555138308,0.0029570824956322,0.12657438817712,5,2.88424622316021e-05,3.06383413396474e-05,0.0125216207747073,70.6493018975973,3.40707398683011,18.4401526031809,26.6015321164017,20.9665039908222,11.9467729829967,22.0450383065984,1,0.478599813174675
"s__Methanobrevibacter_unclassified","s__Methanobrevibacter_unclassified","CRC",0.00576127808364864,0.00256042228658289,0.0244408160535209,5,8.22994826266346e-06,2.18193289017874e-05,0.37091725301713,25.3028519945809,1.3387391978171,14.4794482679573,2.01561171055681,37.2062613442387,17.3826539922945,28.9160246849527,1,0.174099044817144
"s__Lachnospiraceae_bacterium_9_1_43BFAA","s__Lachnospiraceae_bacterium_9_1_43BFAA","CRC",0.00069688583027533,0.000535495825750726,0.193126964104044,5,2.22688909797475e-07,1.02647507716879e-06,0.526778988932504,13.6143834319605,1.15760011877947,17.1560096566019,2.14905592957886,17.2024120037196,11.3945326159986,52.097989794101,1,0.543450294339288
"s__Clostridiaceae_bacterium_JC118","s__Clostridiaceae_bacterium_JC118","CRC",0.000972708611690228,0.000741706954967897,0.189707129793903,5,0,1.92551235246885e-06,0.755920627886074,0,1,16.1425528459401,38.2889165819822,18.9845548054299,18.2493528388055,8.33462292784235,1,0.543450294339288
"s__Bilophila_wadsworthia","s__Bilophila_wadsworthia","CRC",0.00270016738579715,0.00137692875943548,0.0498781682045676,5,5.76392022397977e-06,6.6516750106792e-06,0.0570166615519202,68.0413165755523,3.12904003809813,20.3650431343004,32.077996455291,18.2124075122529,11.9247917927961,17.4197611053596,1,0.287393254892985
"s__Eubacterium_infirmum","s__Eubacterium_infirmum","CRC",0.000512020870524171,0.000182125228678925,0.00493314704009115,5,0,1.11507721494981e-07,0.692355712724435,0,1,32.8334027482068,12.5279675410047,12.9393964596777,37.0775917646153,4.62164148649554,1,0.0942780762253637
"s__Bifidobacterium_dentium","s__Bifidobacterium_dentium","CRC",0.000832894876112538,0.00116854310797584,0.475992114978053,5,6.26467562400989e-07,4.77192475005511e-06,0.23418620412712,8.06531058587691,1.0877286978101,12.8056225386076,2.91875008006307,48.5953844602976,22.6812731877962,12.9989697332355,1,0.788973231675951
"s__Clostridiales_bacterium_1_7_47FAA","s__Clostridiales_bacterium_1_7_47FAA","CRC",0.00251827385158573,0.00112953263089431,0.0257817820603302,5,3.22548457389591e-06,4.5077092790984e-06,0.0761383869994512,54.3021894511783,2.18828864663361,17.6054710012438,36.0005525729957,13.6806697737315,15.6831639291153,17.0301427229138,1,0.17986133537228
"s__Alloscardovia_omnicolens","s__Alloscardovia_omnicolens","CRC",-0.000449507071747169,0.000668703267397223,0.5014518734197,4,1.1405411933422e-06,1.44814771617163e-06,0.028728169864055,73.8267104333807,3.82068901753708,11.5898172362142,NA,32.1698687768192,35.5711408043988,20.6691731825678,1,0.794172335915127
"s__Dialister_invisus","s__Dialister_invisus","CRC",0.00170797952459463,0.0130380055132564,0.895775258722677,5,0.000579920211615068,0.000599046252097025,0.0150960355823573,70.8706251585932,3.43296073274638,15.0662709854574,18.9296783969157,20.256767756787,25.2163101389117,20.5309727219282,1,0.963492895107038
"s__Bacteroides_finegoldii","s__Bacteroides_finegoldii","CRC",-0.00196672707244012,0.00267297749293892,0.461863753690173,5,0,2.87878916203435e-05,0.505750609612658,0,1,61.1785569051818,10.7702510421265,3.74506173889463,13.4527014275595,10.8534288862375,1,0.781433636003324
"s__Lachnospiraceae_bacterium_1_1_57FAA","s__Lachnospiraceae_bacterium_1_1_57FAA","CRC",-0.00942190650598702,0.00395536386598891,0.0172161813029452,5,0,5.65060210162242e-05,0.777361521602925,0,1,7.0106568793673,48.3244159990806,15.160508955779,18.0395487118144,11.4648694539587,1,0.146186521940798
"s__Streptococcus_anginosus","s__Streptococcus_anginosus","CRC",0.00170603657100469,0.00195528135204083,0.382920722486394,5,1.10337779667957e-05,1.3456992384305e-05,0.0437100530058538,59.5342894276092,2.47122807397897,19.5138372797428,22.9310426170653,15.5269965159013,25.7532440961892,16.2748794911013,1,0.704219995667017
"s__Haemophilus_sputorum","s__Haemophilus_sputorum","CRC",-0.000559820967853674,0.00031151832560545,0.0723241354340272,4,2.46414284776652e-07,3.16468999142882e-07,0.0544923797869964,71.1890751872468,3.47090559049791,35.7384917579221,NA,18.8147247828322,14.8564102741958,30.59037318505,1,0.351581718283434
"s__Propionibacterium_freudenreichii","s__Propionibacterium_freudenreichii","CRC",-0.000428538156963746,0.00032864495922953,0.192249009763282,4,0,1.80296628893959e-06,0.778574038105467,0,1,0.433530745708645,2.38740858566301,94.131257771581,NA,3.04780289704734,1,0.543450294339288
"s__Blautia_hydrogenotrophica","s__Blautia_hydrogenotrophica","CRC",0.00151070927569153,0.0010168182265936,0.137352651712141,5,0,3.4128794448996e-06,0.645702382136946,0,1,12.1628581378658,1.5404158370141,31.2785682153604,38.5844153347948,16.4337424749649,1,0.494906911555519
"s__Paraprevotella_clara","s__Paraprevotella_clara","CRC",0.00118197535014079,0.00249501792147188,0.635689453054223,5,1.42879943479503e-05,2.15089758029569e-05,0.106487665567123,48.6855493845698,1.94876879320871,31.6489698917369,22.8747820689489,7.7350086329002,17.0399709024268,20.7012685039872,1,0.884119814017942
"s__Bacteroides_nordii","s__Bacteroides_nordii","CRC",0.00331435650072698,0.00203862606684533,0.103996567383319,5,1.2600311273675e-05,1.44228296512388e-05,0.00366369931654805,71.7979041264673,3.54583575803842,27.3527542604484,30.1251090151806,11.6538979829397,18.9581998420984,11.9100388993329,1,0.410113347523189
"s__Vicia_cryptic_virus","s__Vicia_cryptic_virus","CRC",-0.00224966517403463,0.00239342618422868,0.347250874338339,2,1.06795198365764e-05,1.62378918477025e-05,0.000155087541531287,93.0115924787106,14.3094116499876,47.6694415606875,NA,NA,52.3305584393124,NA,1,0.667261853360129
