"","feature","exposure","coef","stderr","pval","k","tau2","stderr.tau2","pval.tau2","I2","H2","weight_FengQ_2015.metaphlan_bugs_list.stool","weight_HanniganGD_2017.metaphlan_bugs_list.stool","weight_VogtmannE_2016.metaphlan_bugs_list.stool","weight_YuJ_2015.metaphlan_bugs_list.stool","weight_ZellerG_2014.metaphlan_bugs_list.stool","pval.bonf","qval.fdr"
"s__Streptococcus_vestibularis","s__Streptococcus_vestibularis","CRC",0.00169888910486685,0.00349080870162275,0.626488709159468,5,3.47433365102532e-05,4.11960354250994e-05,0.0344132627967181,64.6767385010434,2.83099565998326,20.2763606784657,4.11541078113504,20.0707994248386,27.6368585390119,27.9005705765487,1,0.878482899910532
"s__Eubacterium_rectale","s__Eubacterium_rectale","CRC",-0.0253945376167745,0.016708619005673,0.128549536596504,5,0.000550171554880384,0.000966841779098114,0.144888685637466,40.359718683132,1.67671911989652,20.8874888721049,8.30967653411435,22.6011970401806,23.798544414563,24.4030931390371,1,0.478599813174675
"s__Roseburia_inulinivorans","s__Roseburia_inulinivorans","CRC",-0.00167825757275645,0.00625484911548826,0.788458370648776,5,7.4807071950406e-05,0.000137659769045732,0.162915139784158,38.5783372915891,1.62809008402676,24.286965399986,25.143730180087,14.9180297208181,17.7198814073719,17.931393291737,1,0.950155216027386
"s__Bacteroides_vulgatus","s__Bacteroides_vulgatus","CRC",0.00606954531810601,0.00606889311130782,0.317258502837075,5,0,0.000137446899063854,0.793724488726007,0,1,13.5534787930362,53.981979884094,7.52975755849687,7.23943621368937,17.6953475506836,1,0.649374734020039
"s__Lachnospiraceae_bacterium_8_1_57FAA","s__Lachnospiraceae_bacterium_8_1_57FAA","CRC",-0.00200565122550345,0.00470279184520214,0.669757412136251,5,8.53254062556357e-05,7.64040336373212e-05,0.00477538374536992,89.0368344659289,9.12145307750957,19.9632882275629,7.8099712357898,24.5992034219847,24.4159049493551,23.2116321653075,1,0.904339613543188
"s__Bacteroides_ovatus","s__Bacteroides_ovatus","CRC",0.0030007152378975,0.00742553219855786,0.686133473464255,5,0.000110028586141237,0.000192282783648591,0.177374074805795,41.0130132613901,1.69528917357877,30.8633521615923,21.8373304465338,10.1606085127375,16.9236902682998,20.2150186108367,1,0.905837904929998
"s__Bacteroides_thetaiotaomicron","s__Bacteroides_thetaiotaomicron","CRC",0.000981188826369984,0.0073181249233911,0.893342055102585,5,0.000133762966434634,0.000187888674904851,0.0701510924878803,51.4477136343654,2.05963524038654,23.9207539127172,26.4988006159196,12.9160097293688,17.5966675862389,19.0677681557555,1,0.963492895107038
"s__Streptococcus_thermophilus","s__Streptococcus_thermophilus","CRC",-0.0155485573938771,0.00777659278116504,0.0455645666193218,5,0.000201088141828614,0.000209798761434469,0.00660877247788436,85.7650502139348,7.02496331233225,17.5185331164025,9.69316622402874,27.6055930836376,29.6171716642473,15.565535911684,1,0.272262348688293
"s__Lactococcus_phage_phi7","s__Lactococcus_phage_phi7","CRC",0.0014357338144039,0.00157967061140221,0.36341253987876,3,3.97080518890425e-06,8.08034136967822e-06,0.147787055156659,50.3933767089065,2.0158598462386,24.8409485043104,NA,NA,54.4203488843115,20.7387026113782,1,0.687076833208281
"s__Alistipes_finegoldii","s__Alistipes_finegoldii","CRC",0.00570973213102468,0.00303098119611652,0.0595933839029428,5,1.6069231847697e-05,3.22361019677361e-05,0.24707515088062,35.2581806514673,1.54459669200301,23.7824009036554,12.78400621405,23.3934191244258,22.4317944407443,17.6083793171245,1,0.317200491263665
"s__Bifidobacterium_adolescentis","s__Bifidobacterium_adolescentis","CRC",-0.014134176707943,0.0104815812930335,0.177504846941435,5,0,0.000365394931186278,0.8881856366023,0,1,8.69633282783565,4.22578987456051,36.0855592406071,17.3617148898817,33.630603167115,1,0.540329219620469
"s__Alistipes_onderdonkii","s__Alistipes_onderdonkii","CRC",0.0236572017732208,0.00664873826903566,0.000373477370924738,5,0,0.00015399802751966,0.839763253109424,0,1,26.5734024609845,13.8973076599369,11.6813971410373,17.6012283076758,30.2466644303655,0.180763047527573,0.0200847830586192
"s__Alistipes_unclassified","s__Alistipes_unclassified","CRC",-0.000701701154204462,0.00458844198338288,0.878455072247409,5,7.00076286063859e-05,7.39434612901602e-05,0.0456566277726623,73.2251751606798,3.73485169744771,16.4740264258057,16.4728190635673,15.0226730030083,25.9474447367349,26.0830367708838,1,0.963492895107038
"s__Eubacterium_ventriosum","s__Eubacterium_ventriosum","CRC",-0.0134591097716627,0.00830422630675253,0.105070361762139,5,0.000270822833113409,0.000243707494749239,0.00173713708182284,79.1146726213368,4.7880503947552,20.3030066842861,19.6488178101665,20.8523364921315,18.0225714605148,21.1732675529011,1,0.410113347523189
"s__Lactococcus_lactis","s__Lactococcus_lactis","CRC",-0.000305251984424225,0.000538467067575091,0.570788428446233,5,0,2.36449647974038e-06,0.571378211596264,0,1,3.01975542482544,1.36337341097487,7.64545560464781,86.7489335604744,1.22248199907752,1,0.836219686723765
"s__Lactococcus_phage_bIL67","s__Lactococcus_phage_bIL67","CRC",0.0028648213100544,0.00256594817809826,0.264218145649468,2,4.62401168166572e-06,1.88735257869989e-05,0.216085414569026,34.6482162717468,1.53018011590658,44.2349937988077,NA,NA,NA,55.7650062011923,1,0.61481530045357
"s__Eubacterium_ramulus","s__Eubacterium_ramulus","CRC",-0.00246085948317406,0.00263692357508049,0.350700583290554,5,0,2.38638594773337e-05,0.979160457164124,0,1,9.13432370880437,4.46313906692568,26.6328274254423,45.8946849674493,13.8750248313784,1,0.668264103593025
"s__Lactobacillus_rhamnosus","s__Lactobacillus_rhamnosus","CRC",-7.71902346829082e-06,2.94303508826707e-05,0.79310476709724,5,0,5.2102619766786e-09,0.678178948892254,0,1,0.00780823172768315,0.00527677693793293,13.541162588062,86.0808074681691,0.364944935103257,1,0.950155216027386
"s__Haemophilus_parainfluenzae","s__Haemophilus_parainfluenzae","CRC",-0.00258219227846165,0.00385848460305371,0.503352304819401,5,5.27214295551213e-05,5.24006095088815e-05,0.0346197985939256,76.3758951592216,4.23296462126204,18.3395200216875,26.8273104226032,19.9858665672366,14.3183886317245,20.5289143567482,1,0.794172335915127
"s__Sutterella_wadsworthensis","s__Sutterella_wadsworthensis","CRC",0.00308161425460119,0.00290033019247672,0.288006657758602,5,1.94787284976095e-05,2.90098759464673e-05,0.214935762543988,56.3817726676883,2.29261953352977,27.04294319227,43.0959372669708,6.66470028458046,12.6823296730023,10.5140895831764,1,0.630749115672835
"s__Ruminococcus_sp_JC304","s__Ruminococcus_sp_JC304","CRC",0.000713636241507644,0.00170972003252265,0.676386239881476,3,0,9.68590107503084e-06,0.642382507877367,0,1,6.84423138413623,NA,NA,62.4977690916205,30.6579995242433,1,0.904339613543188
"s__Anaerostipes_hadrus","s__Anaerostipes_hadrus","CRC",-0.00476114491728363,0.00222894514691911,0.0326750959269786,5,9.78538126272038e-07,1.66097490470204e-05,0.440151164576993,3.45078236776377,1.0357411738012,5.67686820083947,4.23427621699474,28.3518888518165,44.2294217116502,17.507545018699,1,0.216640362036406
"s__Lactobacillus_delbrueckii","s__Lactobacillus_delbrueckii","CRC",-0.000549309874503128,0.00037325596842247,0.141109821889797,5,2.01146606885937e-07,4.44930823974241e-07,0.715332167962409,30.6031952396389,1.44098853463523,0.418677701021767,41.1196476829509,21.2308641926401,31.5765651834299,5.6542452399573,1,0.494906911555519
"s__Rothia_mucilaginosa","s__Rothia_mucilaginosa","CRC",-0.00117942918209223,0.000890503781294725,0.185353098217897,5,0,2.67507242329257e-06,0.495967225495364,0,1,21.1941089535523,3.56969479672576,19.4042818078843,23.8071170405777,32.02479740126,1,0.541785672385713
"s__Lactobacillus_curvatus","s__Lactobacillus_curvatus","CRC",0.000141687105472278,0.000847077190967603,0.86716085555699,3,1.71412470363601e-06,2.16970151003231e-06,0.0276005411883071,82.1965341595621,5.61688386386348,27.3519063901569,NA,40.8570234129053,NA,31.7910701969377,1,0.963492895107038
"s__Veillonella_unclassified","s__Veillonella_unclassified","CRC",0.00114118921790163,0.00406016995996011,0.778657230545418,5,5.08664948685848e-05,5.77356258654992e-05,0.0315428124150038,65.0433343280761,2.86068473859957,23.390241690709,25.332767569265,17.3027511571069,12.0648029184211,21.909436664498,1,0.950155216027386
"s__Gemella_sanguinis","s__Gemella_sanguinis","CRC",-0.00114108531514095,0.000892329318076763,0.200977527063543,4,1.68873260125953e-06,2.61134620327445e-06,0.0902954373711575,54.0779475369943,2.1776030172118,19.7031466380224,NA,35.369045674161,20.8142670900869,24.1135405977297,1,0.549565667224603
"s__Roseburia_hominis","s__Roseburia_hominis","CRC",-0.00354690837691295,0.00519273337854704,0.494573807385606,5,3.39044757521847e-05,9.2103190158171e-05,0.324643551151107,25.2988503059779,1.33866748248993,22.8175073628531,5.59248086316121,22.5086198107018,20.1286280625687,28.9527639007151,1,0.794172335915127
"s__Bacteroides_xylanisolvens","s__Bacteroides_xylanisolvens","CRC",0.00109883561193833,0.00366673789589395,0.764423835449931,5,3.22827343228009e-05,4.68585877436548e-05,0.216240065122424,49.8616618290942,1.99448174088123,25.4328215758506,25.662128360044,10.4653174827275,16.9325877555213,21.5071448258565,1,0.950155216027386
"s__Streptococcus_mitis_oralis_pneumoniae","s__Streptococcus_mitis_oralis_pneumoniae","CRC",0.000728974650231696,0.000684971085292497,0.287219314825632,5,7.80165998994426e-07,1.63896319373899e-06,0.207872451293598,33.7267912776483,1.50890536202865,13.6213193077226,31.9688024882323,12.0350622123343,23.4045948122952,18.9702211794157,1,0.630749115672835
"s__Streptococcus_sanguinis","s__Streptococcus_sanguinis","CRC",-0.000960085471044411,0.00141148181616595,0.496379832966091,5,6.63961835894314e-06,7.00640570330085e-06,0.0112600613530432,69.0745073973954,3.23357824190576,13.5294165827228,22.2485613529803,23.8507609068077,21.0750689672667,19.2961921902224,1,0.794172335915127
"s__Ruminococcus_bromii","s__Ruminococcus_bromii","CRC",-0.0297643033047519,0.0217929111240936,0.172008297225504,5,0.00144171641635465,0.001671126128177,0.019057468430505,63.2111877254531,2.71821768133534,16.7919415217548,14.7418088400413,26.520145849251,20.1072771838986,21.8388266050542,1,0.540329219620469
"s__Holdemania_filiformis","s__Holdemania_filiformis","CRC",-0.00019571588798259,0.00147116244612849,0.894165812342139,5,8.5144377669303e-07,7.63291153056825e-06,0.324109670744055,7.63815066720811,1.0826981131537,15.5134802871337,17.6416769492692,18.349712310956,13.7198489685066,34.7752814841346,1,0.963492895107038
"s__Granulicatella_unclassified","s__Granulicatella_unclassified","CRC",-0.000708252779765623,0.000502622507226982,0.158801245253821,5,0,8.81414816293352e-07,0.608388164454971,0,1,19.6031661058008,10.1414603019668,19.662937532568,20.8432650274726,29.7491710321918,1,0.51694859219565
"s__Alistipes_putredinis","s__Alistipes_putredinis","CRC",0.0149960024465893,0.00733575553005629,0.0409304146084929,5,4.34135193608627e-05,0.000188378634369158,0.319461405340039,15.9205258251073,1.18935092043976,22.5252342561471,31.4050467580889,14.9069437975283,12.1939853832635,18.9687898049723,1,0.253978470134751
"s__Actinomyces_odontolyticus","s__Actinomyces_odontolyticus","CRC",-0.00089107566352424,0.0007537436781086,0.237126411987094,5,1.32850110678849e-06,1.95443011110798e-06,0.10353920487791,49.4133882705101,1.97680762915584,18.192221477088,7.09187396408323,27.4518105793699,25.9180696270899,21.3460243523689,1,0.581942527585436
"s__Eubacterium_eligens","s__Eubacterium_eligens","CRC",-0.020184826749877,0.0129996980973086,0.120491227620759,5,0.000662597276628304,0.000596176642649293,0.000775653219466205,82.4959462159707,5.71296233625836,22.2076704513993,23.738078139344,17.6432772768987,16.6642020716689,19.7467720606892,1,0.459194914712183
"s__Enterobacteriaceae_bacterium_9_2_54FAA","s__Enterobacteriaceae_bacterium_9_2_54FAA","CRC",-2.93018607262311e-05,0.000356277443125037,0.934452286161012,4,3.17253690784828e-07,4.07691865903934e-07,0.0855410327835213,69.6130097286415,3.2908820224376,26.070010684344,NA,34.9338889736098,29.3536315113962,9.64246883064994,1,0.972540511971995
"s__Veillonella_atypica","s__Veillonella_atypica","CRC",0.00106321560283423,0.0018938484330045,0.574521611823547,4,9.22152002704173e-06,1.170649137347e-05,0.0532476938369765,68.4127535302936,3.16583466988503,30.7343865156875,NA,19.3558609254233,18.3144158302862,31.5953367286031,1,0.836219686723765
"s__Veillonella_parvula","s__Veillonella_parvula","CRC",0.00236180404819671,0.00221803167655419,0.28695748286675,5,0,1.71603785189789e-05,0.636043220649991,0,1,24.4831605061284,10.530732329347,36.3315432511829,15.1385650212138,13.5159988921278,1,0.630749115672835
"s__Granulicatella_adiacens","s__Granulicatella_adiacens","CRC",0.00202840512630078,0.00075248354114249,0.00702590433206218,4,4.80197928182493e-07,1.83995556090706e-06,0.39144231478041,21.0250882825833,1.26622490390131,32.0002745599383,NA,27.7616350509844,25.7972514245974,14.4408389644799,1,0.0987406202093569
"s__Flavonifractor_plautii","s__Flavonifractor_plautii","CRC",0.00409488180529442,0.00110788429428167,0.00021891290991389,5,0,4.2792322276829e-06,0.678778707990069,0,1,41.4889775564378,24.141158373471,8.34589044426738,10.9070295312134,15.1169440946104,0.105953848398323,0.0133145481187813
"s__Enterococcus_faecium","s__Enterococcus_faecium","CRC",-0.000509658309747363,0.000483478932156652,0.291815200557246,5,0,5.14514082411944e-06,0.600838154872845,0,1,0.71223369284773,0.202832520274184,95.716126758136,2.81911715498556,0.549689873756513,1,0.63132275369677
"s__Streptococcus_infantis","s__Streptococcus_infantis","CRC",-0.00103702671986626,0.000620204211913198,0.0945099271819638,5,1.00409748974886e-06,1.35321060945993e-06,0.0766023855580819,55.325614558645,2.23841915254261,14.7430726849561,32.2106162456223,20.2678525965916,14.6038367928357,18.1746216799943,1,0.40240555157051
"s__Lactobacillus_fermentum","s__Lactobacillus_fermentum","CRC",-5.09552084533122e-05,0.000574215631076909,0.929289492877522,5,0,1.03452299558242e-06,0.825631837280921,0,1,0.58173571628585,1.13566183822695,24.6592769666969,27.3066042694058,46.3167212093845,1,0.972540511971995
"s__Rothia_dentocariosa","s__Rothia_dentocariosa","CRC",-0.000123180321123899,0.000737635131349261,0.867375111286336,5,1.94670160342848e-06,1.89777224191411e-06,0.00799479801298407,81.7184600957432,5.46999872678754,16.6925708295429,10.7081689564905,27.0394898794433,22.8497029031528,22.7100674313705,1,0.963492895107038
"s__Streptococcus_australis","s__Streptococcus_australis","CRC",-0.00286425599237386,0.000885525687245939,0.00121844762047954,5,0,2.58734755547502e-06,0.702689769271226,0,1,14.6040131669036,1.50014984549287,28.9325561076773,32.2649965164717,22.6982843634545,0.589728648312099,0.0393152432208066
"s__Streptococcus_intermedius","s__Streptococcus_intermedius","CRC",0.000182531832556531,0.000402335125119194,0.650058389273896,4,1.71768944063647e-07,5.24644510648546e-07,0.320119878230865,25.6468715659076,1.3449333216509,32.7338957354426,NA,7.04141169527405,46.7702484031096,13.4544441661738,1,0.896376810280814
"s__Gemella_haemolysans","s__Gemella_haemolysans","CRC",4.57186524198374e-05,0.000346644087614996,0.895071837555649,4,1.03167358819592e-07,3.89772401883344e-07,0.287972821437179,20.7246639440069,1.261426377674,18.9926637629346,NA,41.680694671076,9.02255705747084,30.3040845085186,1,0.963492895107038
"s__Bacteroides_eggerthii","s__Bacteroides_eggerthii","CRC",0.00582566179170234,0.00945185844549836,0.53766292854475,5,0.00018398324958897,0.00031522295459717,0.14352692178425,41.4853535542871,1.70897383944335,26.8218673960744,18.3675829693115,17.4025263554563,18.98720047054,18.4208228086178,1,0.817035689826979
"s__Leuconostoc_mesenteroides","s__Leuconostoc_mesenteroides","CRC",-0.000161343691230022,0.000284067149686314,0.570050385319687,5,9.96784752122477e-08,2.79811603704418e-07,0.22783173445672,23.635607394932,1.30951084122633,6.41793078235436,19.8175887802974,20.7662401507525,48.694124077374,4.3041162092218,1,0.836219686723765
"s__Catenibacterium_mitsuokai","s__Catenibacterium_mitsuokai","CRC",0.000343247070387174,0.00392793637831993,0.930364611787223,5,0,5.2817334554325e-05,0.530246700050559,0,1,10.6629723575992,6.75384832415343,26.4210856201137,38.0694940429586,18.092599655175,1,0.972540511971995
"s__Streptococcus_mutans","s__Streptococcus_mutans","CRC",-0.0015100539757631,0.00120521579288715,0.210230291276698,5,2.46472782426264e-06,5.03975815739396e-06,0.209094274390939,34.7876915781649,1.53345284686344,13.4872468699308,10.7046010968001,30.9098968054439,28.2908492188556,16.6074060089696,1,0.562162767833822
"s__Bacteroides_coprocola","s__Bacteroides_coprocola","CRC",0.00242638782851243,0.00316590160754248,0.443430660199625,5,1.28926303760966e-05,3.70782346073251e-05,0.342633692800695,23.1469161103113,1.30118395956023,17.5940295460311,54.739027012832,12.7389193296651,3.13245075600982,11.795573355462,1,0.763773806180137
"s__Streptococcus_cristatus","s__Streptococcus_cristatus","CRC",-8.60253037287258e-05,0.000310546257841718,0.781770239767039,5,1.70622959620308e-07,3.30483311218214e-07,0.162309867521622,36.5186204671546,1.57526507356791,14.8269801065855,28.8622096466968,25.4294956380472,6.95975278117634,23.9215618274941,1,0.950155216027386
"s__Subdoligranulum_variabile","s__Subdoligranulum_variabile","CRC",0.000206905867979574,0.000503378820597157,0.681047519714468,5,6.79983055806095e-07,8.88972464221838e-07,0.0650881983985048,58.8026414530547,2.42734008992464,13.502982791345,34.07315097675,19.026042033224,12.7423463124515,20.6554778862296,1,0.905837904929998
"s__Bacteroides_massiliensis","s__Bacteroides_massiliensis","CRC",0.000126651660860989,0.00452200387346463,0.977655880566466,5,1.30387211221434e-05,7.79082512898395e-05,0.269099479399101,10.2986209267831,1.11481006237794,18.4887883372871,57.6285249762389,4.48781131537682,10.1920922296903,9.20278314140689,1,0.987780432603791
"s__Ruminococcus_gnavus","s__Ruminococcus_gnavus","CRC",0.00822548459648463,0.00992712215781513,0.407338133583488,5,0.000207549288765377,0.000339073117061296,0.119491815433201,45.138721271684,1.82277924098744,12.8449992260894,7.70827060644393,25.6992424064371,19.4202114660674,34.3272762949621,1,0.724192404726338
"s__Peptostreptococcaceae_noname_unclassified","s__Peptostreptococcaceae_noname_unclassified","CRC",-0.00181118258384474,0.00153519097569392,0.238089028341088,5,0,8.13546840580075e-06,0.65044553357021,0,1,11.7823401783796,1.40374104032069,49.3599466426458,13.8402881142766,23.6136840243774,1,0.581942527585436
"s__Parabacteroides_unclassified","s__Parabacteroides_unclassified","CRC",0.00195465550976698,0.00349550729880407,0.57603151376833,5,1.37438596503837e-05,4.84855538902038e-05,0.442840165177652,18.0810988267388,1.22071949901399,18.2342550977259,61.7043557213429,4.89449294627028,7.40804763541311,7.75884859924785,1,0.836219686723765
"s__Lachnospiraceae_bacterium_1_4_56FAA","s__Lachnospiraceae_bacterium_1_4_56FAA","CRC",0.00166345629035096,0.00192822556268931,0.388309249774334,5,1.4934976026865e-06,1.25275329888517e-05,0.428931520722517,7.53848647181369,1.08153107367765,16.5481837700065,2.95714876921668,26.2210311587168,37.9016596167273,16.3719766853327,1,0.704219995667017
"s__Escherichia_coli","s__Escherichia_coli","CRC",0.0228860868259509,0.0184486946397945,0.214780874336072,5,0.000810515584065855,0.00119413007804109,0.0887901699441522,49.4149442697884,1.97686843587435,15.4235510012913,15.7603342929875,24.8752744383754,15.2891001775848,28.6517400897609,1,0.563666554137219
"s__Veillonella_dispar","s__Veillonella_dispar","CRC",0.00179468555136889,0.000903694002174175,0.047039558330429,4,6.04999686362396e-07,2.67495646541359e-06,0.286052118776007,17.8405874616171,1.21714599594152,29.8331067708956,NA,16.0230375702057,13.479829145508,40.6640265133906,1,0.274302966649731
"s__Butyrivibrio_unclassified","s__Butyrivibrio_unclassified","CRC",-0.000538217242449461,0.000440330983999145,0.221593614880789,4,2.49365333570234e-07,6.33568244081095e-07,0.215285952009956,32.1236508331388,1.47326721645221,24.9762927656362,NA,31.259130159427,23.7853174020026,19.9792596729341,1,0.569185729316777
"s__Bacteroides_faecis","s__Bacteroides_faecis","CRC",0.00133913599066624,0.00129705937822032,0.301866039407704,5,7.1205407090747e-07,5.54689583054893e-06,0.352665530580317,6.55201408351958,1.07011402139127,4.93837374188078,32.5143731404214,2.1051201864063,56.6744992792652,3.76763365202631,1,0.640964501143722
"s__Mitsuokella_unclassified","s__Mitsuokella_unclassified","CRC",-0.0021004763771352,0.00100409917701142,0.036447345480564,4,0,3.21975094183632e-06,0.896049087979459,0,1,37.7269599201053,NA,40.6511569170303,14.2597282155005,7.36215494736392,1,0.238385340710716
"s__Coprobacillus_unclassified","s__Coprobacillus_unclassified","CRC",0.00493489605262454,0.00572511889787556,0.388702554484338,5,9.53101501094194e-05,0.000108365459376157,0.0155558362066345,67.6986641724143,3.09584719758242,21.4809366657768,1.26869470005728,21.891346779363,26.0876149152031,29.2714069395998,1,0.704219995667017
"s__Eubacterium_brachy","s__Eubacterium_brachy","CRC",0.000113379877605509,0.000343798693804595,0.741561926819748,5,2.48906483014195e-07,4.15550337228964e-07,0.139131119425032,42.692000609055,1.74495709260094,19.9061209263589,26.6479458822044,13.8696976826909,22.0244817430583,17.5517537656875,1,0.949880938056473
"s__Streptococcus_peroris","s__Streptococcus_peroris","CRC",2.48237561345331e-06,0.000107973829766623,0.981657826616577,3,1.05950054340381e-08,3.57396166451113e-08,0.387237748412252,28.6126344805485,1.40080810199884,8.63625920162921,NA,NA,53.1724216913238,38.191319107047,1,0.987780432603791
"s__Lachnospiraceae_bacterium_7_1_58FAA","s__Lachnospiraceae_bacterium_7_1_58FAA","CRC",0.00406794155723955,0.00146341224255623,0.00543983146817472,5,5.09971914552875e-06,7.45882657622056e-06,0.0984851610356242,49.4459127766043,1.97807942922806,22.6341366694491,10.3813176871751,16.4633059466541,25.3938773522317,25.12736234449,1,0.0975140159480209
"s__Porcine_type_C_oncovirus","s__Porcine_type_C_oncovirus","CRC",0.000319375453343825,0.000256907108402566,0.213810582438405,5,7.53212677676876e-08,2.24755468360339e-07,0.444994116739285,22.0478649492899,1.28283849999679,25.9357247645567,9.56265005288541,2.99306840624217,15.8051110383483,45.7034457379674,1,0.563666554137219
"s__Bifidobacterium_bifidum","s__Bifidobacterium_bifidum","CRC",-0.00441866069283271,0.00405701731169226,0.276092059705381,5,8.63416412930557e-06,5.55410911254634e-05,0.327069963246251,8.95552308683532,1.09836426536205,3.80699726093648,4.21356784119369,50.9224629443669,29.388733193142,11.668238760361,1,0.627364116889223
"s__Akkermansia_muciniphila","s__Akkermansia_muciniphila","CRC",0.0211699187688803,0.0164265094640085,0.197479621586708,5,0.0005499928689044,0.000916672922814351,0.135582009926686,43.0865735963709,1.75705464104026,18.724951580227,4.7786627532881,30.7373521651016,19.9911839352239,25.7678495661595,1,0.546172210559809
"s__Eggerthella_unclassified","s__Eggerthella_unclassified","CRC",0.00125178270766004,0.00450249542657618,0.780997188547812,5,5.33468019308209e-05,6.82385403818893e-05,0.0566293508190783,59.8929458014017,2.49332697197928,13.9322482855602,4.34203847710455,27.8586102524885,25.7175015029257,28.1496014819211,1,0.950155216027386
"s__Oribacterium_sinus","s__Oribacterium_sinus","CRC",0.0001048187242601,0.000250610154043898,0.675761345480079,4,0,2.26432825804262e-07,0.722459562102091,0,1,15.2618074959513,NA,11.7075066938428,17.5067133159652,55.5239724942407,1,0.904339613543188
"s__Butyrivibrio_crossotus","s__Butyrivibrio_crossotus","CRC",0.000577754387459088,0.00605330690093312,0.923961832253472,5,6.39725214152859e-05,0.00012853058277005,0.182441996372526,36.3591155881088,1.57131694388136,13.4764258562846,24.3431870618132,5.58295769869224,49.3800688913735,7.21736049183645,1,0.972540511971995
"s__Oscillibacter_unclassified","s__Oscillibacter_unclassified","CRC",0.010574950913645,0.0050921901299123,0.0378292625797947,5,7.57685725428707e-05,9.1216656094096e-05,0.0401123396869619,59.6317288737857,2.47719303329446,21.0055534914883,13.4996344806673,22.8611514600742,21.5906438568176,21.0430167109525,1,0.240912672218692
"s__Paraprevotella_unclassified","s__Paraprevotella_unclassified","CRC",0.00135817930769107,0.00431577754845395,0.752988720560247,5,5.17321279112595e-05,6.46097701617746e-05,0.0838927996622937,59.3141462047076,2.45785674065345,27.0537692227691,24.8487907199164,8.83195633475422,19.7199369858023,19.5455467367579,1,0.950155216027386
"s__Streptococcus_gordonii","s__Streptococcus_gordonii","CRC",0.000126724623762335,0.000716984608793487,0.859707400598139,5,2.53797124910193e-07,1.75886580697e-06,0.468755124096049,9.60478663653693,1.10625326584404,19.1191120422372,5.72904104746699,23.2297429509502,31.5578643065128,20.3642396528329,1,0.963492895107038
"s__Klebsiella_unclassified","s__Klebsiella_unclassified","CRC",0.000120540618494151,0.000916766864118492,0.895392059626489,5,1.5096265526608e-06,2.70065762623997e-06,0.268980678278825,45.3260547862508,1.82902476872754,4.02435616837944,41.2993080637851,40.5070680984116,3.74374824326131,10.4255194261625,1,0.963492895107038
"s__Coprococcus_eutactus","s__Coprococcus_eutactus","CRC",-0.000764850429838408,0.00103148991169833,0.45838994377437,5,0,7.96045756936981e-06,0.834248994851093,0,1,3.29699914073304,85.6958104877852,0.711662770268455,8.66638513977514,1.62914246143818,1,0.781199763333785
"s__Hafnia_alvei","s__Hafnia_alvei","CRC",-0.000211116476773717,0.000380485068128425,0.578989467326469,3,3.28046477562686e-07,4.39505096250861e-07,0.101769103996908,91.3039081680985,11.4994185817072,41.4474441530093,NA,NA,42.6558901132686,15.8966657337222,1,0.836219686723765
"s__Eubacterium_siraeum","s__Eubacterium_siraeum","CRC",0.000197552128229401,0.0122168870497115,0.987098438138084,5,0.000410891589892924,0.000517005592463624,0.0608217684133044,60.0881556406176,2.50552189719822,25.3227500895161,11.9685053462294,11.0648349501887,27.8188110542594,23.8250985598063,1,0.989676250747486
"s__Atopobium_parvulum","s__Atopobium_parvulum","CRC",0.000649551244570526,0.00057468714129452,0.258362757960119,5,8.10955240342111e-07,1.14643876921147e-06,0.0808362342265255,53.5787649907614,2.15418654803342,24.7556776212926,33.0126806462782,10.7240907713757,12.0447600397793,19.4627909212742,1,0.605959617904106
"s__Parabacteroides_distasonis","s__Parabacteroides_distasonis","CRC",0.00559258273082626,0.00510660050223786,0.273443276136505,5,5.66643709721618e-05,9.07777284340925e-05,0.351281246257989,47.7415493161838,1.91356610637079,24.3490161839879,39.936863959849,9.20472277517816,10.7160345899319,15.793362491053,1,0.624276158726738
"s__Ruminococcus_sp","s__Ruminococcus_sp","CRC",0.00181979638409113,0.00176034495010382,0.301242481646371,2,0,1.80698266605587e-05,0.794006044827098,0,1,14.1199938012178,NA,NA,NA,85.8800061987822,1,0.640964501143722
"s__Methanobrevibacter_smithii","s__Methanobrevibacter_smithii","CRC",0.0130026237549921,0.00685597303907775,0.0578887405302704,5,6.79431547855454e-06,0.000162303195519386,0.473985152318494,2.66992087430733,1.02743161105273,8.5727939539497,11.7498510308215,27.4229007406479,39.0192610484685,13.2351932261125,1,0.317200491263665
"s__Bacteroides_pectinophilus","s__Bacteroides_pectinophilus","CRC",-0.0141391499571197,0.00882486117617189,0.109112457696279,3,0.000139090127596191,0.000237536002870669,0.0812598143424346,59.9087755866237,2.49431144753552,31.3924055365942,NA,24.5528594863479,NA,44.0547349770579,1,0.422483436199992
"s__Parabacteroides_merdae","s__Parabacteroides_merdae","CRC",0.0125557894747757,0.00852449380561389,0.140776023292273,5,0.000191340593607754,0.000254634586639345,0.0766406499790912,54.3204640935998,2.18916409757107,25.9250202981281,21.4625101616563,11.9563535512537,18.640451816025,22.0156641729369,1,0.494906911555519
"s__Bacteroides_cellulosilyticus","s__Bacteroides_cellulosilyticus","CRC",0.00222599872091808,0.00646296819340368,0.730527749050451,5,9.06690221227882e-05,0.000142466165128562,0.11982346621465,46.4882817082374,1.868749559765,27.1159834178112,30.0195912621072,6.133457377554,22.2464098138929,14.4845581286347,1,0.940360187607495
